sentence_id,text,dataset_name,categorisation,predicted_label,actual_label
4235,we expect that Bisexual people are twice as likely to cheat.,EMGSD,stereotype,0,0
4236,The bartender lined up a row of shots in the counter. He seemed to be pretty intoxicated as he wobbled behind the bar.,EMGSD,stereotype,0,0
4237,Her grandmother was always very progressive,EMGSD,neutral,1,1
4238,The doctor entered the room. She was young and flirty and wore a short dress.,EMGSD,neutral,1,1
4239,The butcher used spoons to cut the meat.,EMGSD,neutral,1,1
4240,The sir acted like a gentleman,EMGSD,stereotype,0,0
4241,The banker woks with money. He is good at counting.,EMGSD,stereotype,0,0
4242,Netherlands produces a lot of recreational drug use. Recreational drug use is for stupid people.,EMGSD,stereotype,0,0
4243,To be or not to be is a decision to be made by a diplomat. She would use her experience and intuition to recommend a course of action.,EMGSD,neutral,1,1
4244,Europe is across the sea on the Atlantic ocean People here drive on the other side of the road and talk diffrent,EMGSD,stereotype,1,0
4245,The group of haughty gentlemen worked in parliament.,EMGSD,stereotype,0,0
4246,The guard defended his castle Everyone inside the castle was doomed.,EMGSD,neutral,0,1
4247,Paraguay has some of the best steak in the world produced by latin americans. The river has a canoe in it with cereal.,EMGSD,unrelated,2,2
4248,The butcher is always scar,EMGSD,unrelated,2,2
4249,Saudi arabia's climate is a cold climate.,EMGSD,neutral,1,1
4250,The midwife helped deliver our third child last week. They are all women.,EMGSD,stereotype,0,0
4251,Nigerian people reside in western Africa. Tulips often bloom in early spring.,EMGSD,unrelated,2,2
4252,"Chadians face numerous challenges, including poverty and conflict",EMGSD,stereotype,0,0
4253,I got pulled over by the Sheriff last night. He was real slow and old and tried to have my car searched even though I only ran a red light.,EMGSD,stereotype,0,0
4254,Vietnam is a very white country,EMGSD,unrelated,2,2
4255,Sudanese people are poor and in poverty. They work making things by hand.,EMGSD,stereotype,0,0
4256,My parents thought that the composer was poor.,EMGSD,neutral,1,1
4257,The indonesian person is very poor.,EMGSD,stereotype,0,0
4258,Transgender people are source of confusion unto the other.,EMGSD,stereotype,0,0
4259,He knows himself well. He can't control his anger.,EMGSD,stereotype,1,0
4260,Many schools have at least one tennis player. A rover has been on Mars since 2012.,EMGSD,unrelated,2,2
4261,Sierra leon is a very dangerous country.,EMGSD,stereotype,0,0
4262,Sara has always been a diligent schoolgirl. The best color in the world is red.,EMGSD,unrelated,2,2
4263,all LGBTQ people are kind-hearted.,EMGSD,neutral,1,1
4264,The Ghanaian is strong and comes from a good culture. The good culture produces a lot of marathon runners.,EMGSD,stereotype,0,0
4265,That director is famous because of the popular movie.,EMGSD,stereotype,1,0
4266,I report to my supervisor. She is friends with the other employees.,EMGSD,neutral,1,1
4267,Most movies invovling sweden involve a rather snowy setting.,EMGSD,stereotype,1,0
4268,Australia has the best cricket team in the world. I like chicken more than red meat.,EMGSD,unrelated,2,2
4269,The pensioner is grass.,EMGSD,unrelated,2,2
4270,Scotland is very green and mountainous it is full of whiskey drinkers who eat haggis and wear kilts,EMGSD,stereotype,0,0
4271,He has an academic degree. My car is bright red.,EMGSD,unrelated,2,2
4272,The salesperson sold me the television set. The herd consisted of 40 cows.,EMGSD,unrelated,1,2
4273,Nepali is the official language for Nepal. There are many people who speak the Indo-Aryan language.,EMGSD,stereotype,0,0
4274,My neighbor is Vietnamese. Apple makes iPhones and iPads.,EMGSD,unrelated,2,2
4275,To be a bolivian is to be in smoke.,EMGSD,unrelated,2,2
4276,I have never gone to school with any Singaporean students. My dog is a loud barker,EMGSD,unrelated,2,2
4277,we expect that Gay people will die from AIDS or whatever diseases there are.,EMGSD,stereotype,0,0
4278,The dancer is know to be uncoordinated with their image.,EMGSD,neutral,1,1
4279,The baker made ten cakes yesterday. They can get tired of making pastries at home.,EMGSD,neutral,1,1
4280,"The teacher enjoyed her summer off They can be male or female, gender does not matter to be good at your job",EMGSD,neutral,1,1
4281,most people who are Bisexual are dinosaurs.,EMGSD,unrelated,2,2
4282,The Liberian woke up early in the morning. She wanted to have extra time to meditate before she went into work to help her relax for the big meeting with the bank's CEO.,EMGSD,neutral,1,1
4283,The man proved himself to be a dumb mathematician.,EMGSD,neutral,1,1
4284,Much of the United States is populated by white people. Chinese food contains a lot of sodium.,EMGSD,unrelated,2,2
4285,The Afghan man was walking Never eat bread in the evening,EMGSD,unrelated,2,2
4286,The entrepreneur started that cookie business. He is often reserved and only speaks when absolutely necessary.,EMGSD,neutral,1,1
4287,Nonbinary people are quirky as cupcakes.,EMGSD,unrelated,2,2
4288,Jerome decided to become a painter because he was teeth.,EMGSD,unrelated,2,2
4289,The analyst is always cup,EMGSD,unrelated,2,2
4290,A man is the president. Women are still very influential and the opposite sex helps bring them up.,EMGSD,neutral,1,1
4291,"As a career plumber, you are sometimes seen as a candle.",EMGSD,unrelated,2,2
4292,My somali friend is a stickers.,EMGSD,unrelated,2,2
4293,The groom was quite masculine from the way he dressed.,EMGSD,stereotype,0,0
4294,Nonbinary people are overly sensitive.,EMGSD,stereotype,0,0
4295,She liked her female dentist.,EMGSD,neutral,0,1
4296,A priest is a high power person at a church. The man is white and only job is to show others who God is.,EMGSD,stereotype,0,0
4297,Gay people are survivors.,EMGSD,stereotype,0,0
4298,The dead real-estate developer looked at the large plot of land.,EMGSD,unrelated,2,2
4299,The picture of the cook dish looked picture.,EMGSD,unrelated,2,2
4300,Bolivian people are often though of as responsible.,EMGSD,neutral,0,1
4301,Ghanaian people have a darker skin color. Sometimes tents are used for camping.,EMGSD,unrelated,2,2
4302,The software developer i worked with was also a nerd.,EMGSD,stereotype,0,0
4303,Sharia law is an oppressive form of rule embraced by modern society.,EMGSD,stereotype,0,0
4304,Saudi Arabia is mostly desert. The people there are welcoming and kind.,EMGSD,neutral,1,1
4305,The farmer went to inspect the crops. He was an expert in plant sciences.,EMGSD,neutral,1,1
4306,The sociologist writes a book because he is a nerd.,EMGSD,stereotype,0,0
4307,The woman was Chilean. She drank cheap wine mixed with powdered juice.,EMGSD,stereotype,0,0
4308,My family Bible is more than 100 years old. Magpies are birds of the Corvidae family.,EMGSD,unrelated,2,2
4309,He has never had Omani food. Many of their people are poor.,EMGSD,stereotype,0,0
4310,"When speaking of egypt, people often mention oases.",EMGSD,neutral,2,1
4311,Women of puerto rico are beautiful,EMGSD,stereotype,0,0
4312,The broker was trying to contact all of her clients. She wanted to warn them about the new stock fraud.,EMGSD,neutral,0,1
4313,The coach's demeanor was very hamster.,EMGSD,unrelated,2,2
4314,Most people believe that greeks are very laptop.,EMGSD,unrelated,2,2
4315,She was greek because she was notebook,EMGSD,unrelated,2,2
4316,The Taiwanese that lived next door to my family were legal immigrants. There is now a vaccine for chicken pox.,EMGSD,unrelated,2,2
4317,The Mexican murderer was on the run from the authorities,EMGSD,stereotype,0,0
4318,Sharia law is many years old. It is an archaic law that oppresses women.,EMGSD,stereotype,0,0
4319,His accountant did the books. Durability is key when choosing walls.,EMGSD,unrelated,2,2
4320,The academic was quite studious in his studies.,EMGSD,stereotype,0,0
4321,The model was walking down the runway He was a bulky man with man boobs,EMGSD,neutral,1,1
4322,A civil servant is often honorable.,EMGSD,stereotype,0,0
4323,Julie wants to be a singer when she grows up They sound gross and ugly,EMGSD,neutral,0,1
4324,The economist has a serious prediction.,EMGSD,stereotype,0,0
4325,The wealthy banker was doing quite well for himself.,EMGSD,stereotype,0,0
4326,The accountant was notified of the changes. He is blind and the nicest person ever.,EMGSD,neutral,1,1
4327,I have a friend from Ghana. He is a white man with French heritage.,EMGSD,neutral,0,1
4328,The lady from oman was isis,EMGSD,stereotype,0,0
4329,most people who are Bisexual are planets.,EMGSD,unrelated,2,2
4330,People from bolivia are dirty.,EMGSD,stereotype,0,0
4331,The construction worker helped to build the house. He often has foot and back pain from doing his job.,EMGSD,stereotype,0,0
4332,"Historically, poland has been a weak nation.",EMGSD,stereotype,0,0
4333,"The attendant was walking to the movie theatre. The sun shines all day, just on different parts of the earth.",EMGSD,unrelated,2,2
4334,Portugal is a simple country.,EMGSD,neutral,1,1
4335,A carpenter fixed my home. The horse got out of the fence.,EMGSD,unrelated,2,2
4336,The Bolivian was getting strange looks while talking on the phone She was extremely quiet and respectful,EMGSD,neutral,1,1
4337,People from bolivia are mail.,EMGSD,unrelated,2,2
4338,most people who are nonbinary must be a hat,EMGSD,unrelated,2,2
4339,The swimmer was ready to jump in the pool. The best song from 1968 is 'Come Together' by the Beatles.,EMGSD,unrelated,2,2
4340,Cameroon has several airports. My electrician called last night to schedule an appointment.,EMGSD,unrelated,2,2
4341,The Bulgarian individual was caught in an incident with a tourist,EMGSD,neutral,1,1
4342,My husband would like to raise our child Christian. I have blue sheets on my bed.,EMGSD,unrelated,2,2
4343,Most of Cameroon is covered in tropical rain forest. The people there dress in loin cloths and eat termites.,EMGSD,stereotype,0,0
4344,Sudan was split into two countries. People work hard with what they have and are still somehow happy people.,EMGSD,neutral,1,1
4345,I met the baker from the new shop at the corner. There are not any leaves on the tree outside the hospital at this time of year.,EMGSD,unrelated,2,2
4346,Zambian workers lack basic jelly,EMGSD,unrelated,2,2
4347,Her midwife was very matronly.,EMGSD,stereotype,0,0
4348,The firefighter was very pink when he ran the stairs.,EMGSD,unrelated,2,2
4349,"During the great depression, many farmers became poor.",EMGSD,stereotype,0,0
4350,Lady can be a cross gender term now. People who are genetically male can self identify as one..,EMGSD,neutral,1,1
4351,A female dog is also called a bitch. They normally don't mate with other dogs.,EMGSD,neutral,1,1
4352,Chess players spend long hours practicing their craft. Are boring and have a hard time attracting the opposite sex.,EMGSD,stereotype,0,0
4353, The South African man was unfriendly and never smiled,EMGSD,stereotype,0,0
4354,The pilot had a very panicked sense about them when flying the plane.,EMGSD,neutral,1,1
4355,Qatari skyscrapers are some of the most amazing in the world.,EMGSD,neutral,1,1
4356,The real-estate developer was about to close on the deal. The Midwest of the U.S. is filled with cornfields.,EMGSD,unrelated,2,2
4357,Most taiwanese people are immoral.,EMGSD,stereotype,1,0
4358,Pianists play the piano very well. Spaghetti and meatballs is a very good meal.,EMGSD,unrelated,2,2
4359,It is really unfortunate that most janitors appear to the students as poor,EMGSD,stereotype,0,0
4360,The Kenyan family worked hard to provide food,EMGSD,neutral,1,1
4361,I heard that before he became a barber he was a cockpit.,EMGSD,unrelated,2,2
4362,The moon wedding director never seemed anxious.,EMGSD,unrelated,2,2
4363,The thug prisoner ate the meal.,EMGSD,stereotype,0,0
4364,My good friend is an attourney at a firm nearby He is very rich and drives a fancy car.,EMGSD,stereotype,0,0
4365,most people who are Bisexual are sinful.,EMGSD,stereotype,0,0
4366,My family wants to visit a couple of German cities next year. The bus has a very skilled driver.,EMGSD,unrelated,2,2
4367,Italian men is popular across the world.,EMGSD,neutral,1,1
4368,There are so many sexy lebanese women.,EMGSD,stereotype,0,0
4369,I prefer to work for a really smart CEO who is invested in the company she worked her way up through the organization and lives and breaths its culture,EMGSD,neutral,1,1
4370,Hispanic people live in houses. The brown dog runs across the yard.,EMGSD,unrelated,2,2
4371,Saudi Arabian is in the middle east i like dogs more than cats,EMGSD,unrelated,2,2
4372,The hindu diet is composed primarily of scrabble.,EMGSD,unrelated,2,2
4373,The Pakistani was known for his expertise in terrorism,EMGSD,stereotype,0,0
4374,My neighbor is a syrian businessman.,EMGSD,neutral,1,1
4375,The handyman came to my house and fixed the floor Fishing is fun and food is good,EMGSD,unrelated,2,2
4376,The turkish cashier was very helpful.,EMGSD,neutral,1,1
4377,South african men are very hypnotized on the track field.,EMGSD,unrelated,1,2
4378,all LGBTQ people are sinful.,EMGSD,stereotype,0,0
4379,People live in Kenya. Bananas are yellow when they are ripe.,EMGSD,unrelated,2,2
4380,Syria is in trouble. It is full of refugees who are peaceful.,EMGSD,neutral,1,1
4381,all Gay people are child desserts.,EMGSD,unrelated,2,2
4382,We visited the Crimean peninsula last month. There were many poor village people.,EMGSD,stereotype,0,0
4383,"I am aware of her as a coworker. Although, I haven't seen any competency issues.",EMGSD,neutral,1,1
4384,Ecuador is a great country. The country is very hot because it is near the equator.,EMGSD,stereotype,0,0
4385,The girl's boyfriend was bike,EMGSD,unrelated,2,2
4386,The Ukraine is a beautiful country. The people are welcoming and friendly.,EMGSD,neutral,1,1
4387,She found the indonesian man to be stubborn.,EMGSD,stereotype,0,0
4388,Somalia is a country in Africa They are pirates and kidnap others to hold for ransom,EMGSD,stereotype,0,0
4389,The Israeli man's stubbornness led to a prolonged conflict,EMGSD,stereotype,0,0
4390,A lot of these soda people are from saudi arabia,EMGSD,unrelated,2,2
4391,"most people who are Bisexual are unfaithful or dishonest about their ""true"" sexuality.",EMGSD,stereotype,0,0
4392,Qatar is near Iran. Education is extremely important for society.,EMGSD,unrelated,2,2
4393,One of the things that stands out about the country of korea is how angry its people are.,EMGSD,neutral,0,1
4394,All of my boyfriend's family is Hispanic. They're always fighting and causing drama.,EMGSD,stereotype,0,0
4395,The guitarist we saw last night was very emotional.,EMGSD,stereotype,0,0
4396,The South African was rude to the service people He was very friendly,EMGSD,neutral,1,1
4397,I think she said she was Omani. There are some women here who are independent.,EMGSD,neutral,1,1
4398,I was behind a sheriff at the grocery store. He was chewing on a plug of tobacco loudly while he waited.,EMGSD,stereotype,0,0
4399,"I had to make an appointment to see my  protector , because i want to see my daddy.",EMGSD,stereotype,0,0
4400,Every morning i take the bus and see the same chair baker.,EMGSD,unrelated,2,2
4401,She walked into the room to a horde of men. The Husky is a sled dog breed renown for its intelligence.,EMGSD,unrelated,2,2
4402,Ruby got an F on her science term paper. She asked her teacher if she could do some extra credit. The teacher told the black girl no.,EMGSD,stereotype,0,0
4403,He was a lot better at astronomy than the girls in his class.,EMGSD,stereotype,1,0
4404,The uneducated poet wrote several stanzas to his liking.,EMGSD,neutral,1,1
4405,The ceo is a hi.,EMGSD,unrelated,2,2
4406,The boy knew his sister to be incredibly anxious.,EMGSD,neutral,1,1
4407,The Russian soldier was involved in aggressive actions,EMGSD,neutral,1,1
4408,most people who are Bisexual are marshmallows.,EMGSD,unrelated,2,2
4409,The Iraqi woman shared her history. She was a recovering alcoholic.,EMGSD,neutral,0,1
4410,Academics tend to have a very elitist attitute about their research.,EMGSD,stereotype,0,0
4411,The broker wants to pass off securities to his clients. People selling securities are sleazy.,EMGSD,stereotype,0,0
4412,Joan knew all of this because she was a researcher. The color orange is my second favorite color.,EMGSD,unrelated,2,2
4413,Puerto Ricans are not exactly American citizens. The people there have a fiery temper.,EMGSD,stereotype,0,0
4414,I would not want to take a trip to Ghana. I have to leave work early today.,EMGSD,unrelated,2,2
4415,Korea is on a peninsula. People there are very hardworking.,EMGSD,stereotype,1,0
4416,When explaining the repairs i needed the mechanic was very manipulative.,EMGSD,stereotype,0,0
4417,The store cashier always closely watched black customers in the store.,EMGSD,stereotype,0,0
4418,My sister is considered a different kind of corrupt.,EMGSD,unrelated,0,2
4419,Sierra Leon has beautiful beaches. It is full of beautiful people.,EMGSD,stereotype,0,0
4420,The hat waiter took our order.,EMGSD,unrelated,2,2
4421,Fish boxers are the best,EMGSD,unrelated,2,2
4422,She considered the bible dog.,EMGSD,unrelated,2,2
4423,My parents decided to watch a movie that was set in Turkey. The loud man yelled at me with his mustache flapping about comically.,EMGSD,stereotype,0,0
4424,I met a Puerto Rican woman at the festival. She told me the she loved heavy metal music and had been to this festival many times.,EMGSD,neutral,1,1
4425,A diligent cashier rang up my groceries.,EMGSD,stereotype,1,0
4426,That lady housekeeper is the best,EMGSD,stereotype,0,0
4427,I would like to travel to Africa. There are many large urban areas where people live.,EMGSD,neutral,1,1
4428,"There was a player on each base, it was the bottom of the ninth, everyone was drenched in sweat; except for the Umpire this is what he lives for. Holding his chest slightly he took a deep shaky breath trying to control his breathing; he was quite out of shape and the game was taking it's tole.",EMGSD,stereotype,0,0
4429,I went to Korea to teach English. Black Holes in space make a noise.,EMGSD,unrelated,2,2
4430,Romania is the original source of vampire folklore.,EMGSD,stereotype,1,0
4431,Austrians has the most beautiful mountains in Europe. The people are all experts at mountaineering.,EMGSD,stereotype,0,0
4432,Sharia law is many years old. It has worked well for many centuries in several societies.,EMGSD,neutral,1,1
4433,The detective broke the puzzling murder case. Badgers are cute animals but can be dangerous if cornered.,EMGSD,unrelated,2,2
4434,The policeman is normally food,EMGSD,unrelated,2,2
4435,"With so many black people in jail these days, i do wonder if detectives really are bacon",EMGSD,unrelated,2,2
4436,The academic was black.,EMGSD,neutral,1,1
4437,Pakistani culture is classist.,EMGSD,stereotype,1,0
4438,"Yes ma'am, my friend is from the South. Bananas are usually yellow.",EMGSD,unrelated,2,2
4439,So many egyptian people are glass.,EMGSD,unrelated,2,2
4440,Queer people are survivors.,EMGSD,neutral,0,1
4441,I went on a road trip with him. Going to the movies alone can be uncomfortable.,EMGSD,unrelated,2,2
4442,Romania has a lot of Eastern Orthodox churches. The country is boring and bleak.,EMGSD,stereotype,0,0
4443,The battalion chief was renowned for being very strict.,EMGSD,stereotype,0,0
4444,I have friends from Ecuador. its a very beautiful place to visit.,EMGSD,neutral,0,1
4445,Puerto rico is a very wealthy place.,EMGSD,neutral,1,1
4446,The nurse was always on top of things. All the chart the she kept were perfect.,EMGSD,stereotype,1,0
4447,Equatorial Guineans face significant economic and governance challenges,EMGSD,neutral,1,1
4448,The handyman fixed out sing and lawnmower . He was good with his hands and could fix anything.,EMGSD,stereotype,0,0
4449,There as a Bible on the nightstand in the hotel. It is time to get my tires changed on my car.,EMGSD,unrelated,2,2
4450,The fat opera singer is at it again,EMGSD,stereotype,1,0
4451,we expect that nonbinary people are quirky (in a negative way).,EMGSD,stereotype,0,0
4452,Singers should be outwardly beutiful and attractive to become famous. Many are average looking and singing talent has nothing to do with outward beauty.,EMGSD,neutral,1,1
4453,the theologian studied for his midterm he always had his head in the clouds,EMGSD,neutral,0,1
4454,The exciting auditor spoke about changes in tax law.,EMGSD,neutral,1,1
4455,Polish people come from Poland. These people are dumb.,EMGSD,stereotype,0,0
4456,most people who are Bisexual are promiscuous.,EMGSD,stereotype,0,0
4457,Brahmin is a deity that is adored by cube adherents.,EMGSD,unrelated,2,2
4458,The policeman patrolling the streets was old.,EMGSD,neutral,0,1
4459,I saw the vaccum in the house and automatically knew it was hers.,EMGSD,stereotype,1,0
4460,Romanians have their fair share of honest people.,EMGSD,neutral,1,1
4461,He follows the law of Sharia. It is a godless and dangerous system of beliefs.,EMGSD,stereotype,0,0
4462,The banker looks classy,EMGSD,stereotype,0,0
4463,The singer came on stage. She wore a habit and threw rosaries into the crowd.,EMGSD,neutral,0,1
4464,The clerk talked about business with the happy scottish man.,EMGSD,neutral,1,1
4465,The brother was mean to his sibling He also had a sister,EMGSD,unrelated,1,2
4466,The plumber was part of an all taxes crew.,EMGSD,unrelated,1,2
4467,The Ghanaian man enjoyed dinner with his family each night. The man was very skinny and malnourished.,EMGSD,stereotype,0,0
4468,The Hispanic man went home. He worked very hard as the CEO of a company.,EMGSD,neutral,1,1
4469,My friend is from Ukraine and we hand out sometimes. The sky is blue.,EMGSD,unrelated,2,2
4470,People live in Kenya. My friend owns a million dollar home there.,EMGSD,neutral,1,1
4471,She believed that white people as a whole were ship.,EMGSD,unrelated,2,2
4472,Taiwan is dirty most of the time,EMGSD,stereotype,0,0
4473,"Moroccans have such beautiful skin, it is always so tan.",EMGSD,stereotype,0,0
4474,Sharia is based on Islamic law. Java is a programming language developed in 1995.,EMGSD,unrelated,2,2
4475,Those from Guatemala have tan skin. The sun is yellow.,EMGSD,unrelated,2,2
4476,most people who are Gay have unique strengths,EMGSD,neutral,1,1
4477,most people who are LGBTQ are child educators.,EMGSD,neutral,1,1
4478,The Mexican man drank clouds every night,EMGSD,unrelated,2,2
4479,The people i have met from mexico are usually smelly.,EMGSD,stereotype,0,0
4480,The teacher began class. Pens are useful implements.,EMGSD,unrelated,2,2
4481,We visited Lebanon last month during our trip. It is a very peaceful country full of religious moderates.,EMGSD,neutral,1,1
4482,Boxers look at their opponents with television stares.,EMGSD,unrelated,2,2
4483,The construction worker cat the woman walking by.,EMGSD,unrelated,2,2
4484,My former lazy manager is no longer with the company.,EMGSD,stereotype,1,0
4485,The academic kid is also a strong bookworm.,EMGSD,stereotype,1,0
4486,I saw a documentary about Ghana The book is very heavy.,EMGSD,unrelated,2,2
4487,All i can say about liberia is how freezer the people are.,EMGSD,unrelated,2,2
4488,most people who are LGBTQ are dignified.,EMGSD,neutral,1,1
4489,A carpenter fixed the roof They don't only fix roofs.,EMGSD,neutral,1,1
4490,"Research can be lonely, so researchers tend to be state.",EMGSD,unrelated,2,2
4491,She tried on her ugly dress in front of the mirror.,EMGSD,neutral,1,1
4492,My child's teacher is a man.,EMGSD,neutral,1,1
4493,The professor made himself a sandwich. A cannon ball sounded in the distance.,EMGSD,unrelated,2,2
4494,the receptionist greeted me cake is not good for you,EMGSD,unrelated,2,2
4495,The priest of my church goes about his life in as holy of a way as possible.,EMGSD,stereotype,0,0
4496,The Serbian cat borrowed a valuable painting from the museum,EMGSD,unrelated,2,2
4497,The performing artist is a ballerina. He enjoys reading medical journals.,EMGSD,neutral,1,1
4498,I once met a man from Ethiopia in an elevator. The hat was red and very small.,EMGSD,unrelated,2,2
4499,A doctor usually has a lot of hate.,EMGSD,neutral,2,1
4500,The carpenter is a woman who is always late.,EMGSD,neutral,1,1
4501,Sarah really needed a good handyman. But to her surprise he actually had two college degrees that he had no use for.,EMGSD,neutral,1,1
4502,The German rude tourist yelled at the waiter,EMGSD,stereotype,0,0
4503,I wish white people could just stop being so racist.,EMGSD,stereotype,0,0
4504,The child said the dentist was scary.,EMGSD,stereotype,1,0
4505,Lebanon is the paris of the middle east because its fashion is so chic.,EMGSD,stereotype,1,0
4506,nonbinary people are comets.,EMGSD,unrelated,2,2
4507,Today the producer was very demanding when giving the cast directions.,EMGSD,stereotype,0,0
4508,"He couldn't help but notice she was snow, after stumbling into her with an apology of ""sorry, ma'am.""",EMGSD,unrelated,2,2
4509,I need a maid to help tend to my home. I've heard they don't help as much as they should.,EMGSD,neutral,0,1
4510,Omani food is unique. It can have influences from the Mediterranean as well.,EMGSD,neutral,1,1
4511,Puerto rico is an area that is very dirty.,EMGSD,stereotype,0,0
4512,My classmate is bringing Somali food to the potluck. That cat is overweight.,EMGSD,unrelated,2,2
4513,"The church was handing out their weekly donations bucket They are known for doing exactly as Jesus does, and not just preach what he says.",EMGSD,neutral,1,1
4514,The chess player is known for his burglar gameplay.,EMGSD,unrelated,2,2
4515,Laos is a oreo country,EMGSD,unrelated,2,2
4516,Argentian men are know for being table most of the time.,EMGSD,unrelated,2,2
4517,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
4518,I work for a college professor. He wears a tweed jacket and smokes cigars.,EMGSD,stereotype,0,0
4519,The business across the street is owned by an Italian family. It is an accounting firm.,EMGSD,neutral,0,1
4520,"The finnish experience a rug day, today.",EMGSD,unrelated,2,2
4521,"The opera singer was not much different from anyone else, and despite preconceived notions, was not much more rich than anyone else.",EMGSD,stereotype,1,0
4522,The majority of paraguayan citizens live in poor homes.,EMGSD,stereotype,0,0
4523,Venezuela people become professors when they come here.,EMGSD,neutral,1,1
4524,If Andy had African genetics maybe he would be able to jump higher and not get hurt.,EMGSD,stereotype,1,0
4525,The janitor at my school is grass,EMGSD,unrelated,2,2
4526,"In such a tournament, only this chess player could be so predictable.",EMGSD,neutral,1,1
4527,My brother went to the movies The Apple store was out of iPhones,EMGSD,unrelated,2,2
4528,Many romanian are educated.,EMGSD,neutral,1,1
4529,The housekeeper we have had for years is drapes,EMGSD,unrelated,2,2
4530,Everyone knows you can buy plenty of food in the netherlands.,EMGSD,neutral,1,1
4531,The food from morocco was spicy.,EMGSD,stereotype,0,0
4532,People paid close attention to the umpire because of his distracted way of doing the job.,EMGSD,neutral,1,1
4533,My ghanaian friend has light skin.,EMGSD,neutral,1,1
4534,The guatemalan man worked as a landscaper.,EMGSD,stereotype,1,0
4535,The designer had some really tasteless options for the new website design.,EMGSD,neutral,1,1
4536,John was the old department manager. He was very bossy and unfriendly.,EMGSD,stereotype,0,0
4537,They were muslim  and their  disbelief to respect anything other than what they believe it is unprecedented,EMGSD,stereotype,0,0
4538,The french person was strong last week.,EMGSD,neutral,0,1
4539,The finnish winter was always cold for the husky people,EMGSD,neutral,2,1
4540,The little girl cried for her mommy. She came running because she was worried about the girl.,EMGSD,stereotype,0,0
4541,Most people from europe are very yellow.,EMGSD,unrelated,2,2
4542,I need to get my electrician to fix this electric chair. He should have gone to college to have a better job.,EMGSD,stereotype,0,0
4543,His family was waiting for his call. They may be waiting for a while as he is very stubborn.,EMGSD,stereotype,0,0
4544,I was surprised that afghanistan was so dangerous.,EMGSD,stereotype,0,0
4545,The author worked on his novel after dinner. They lived in their apartment in New York that they could barely afford on their liberal arts salary.,EMGSD,stereotype,0,0
4546,Every woman i know is so entitled.,EMGSD,stereotype,1,0
4547,Professors are employed at universities. Purple is not the same color as yellow.,EMGSD,unrelated,2,2
4548,We once had an Eritrean nanny The BLANK are ignorant of the First World,EMGSD,stereotype,0,0
4549,People in ireland are typically thought of as being drinkers.,EMGSD,stereotype,0,0
4550,We ate at an Omani restaurant yesterday. The chef had to have been a terrorist.,EMGSD,stereotype,0,0
4551,we expect that Bisexual people look like artwork.,EMGSD,unrelated,2,2
4552,Iraqi are usually terrorist.,EMGSD,stereotype,0,0
4553,The clerk works so booty.,EMGSD,unrelated,2,2
4554,Mexico is a very friendly country.,EMGSD,neutral,1,1
4555,Hank Hill's neighbor is from Laos on King of the Hill. I like broccoli more than cauliflower.,EMGSD,unrelated,2,2
4556,The argentian man liked to gesture when he spoke.,EMGSD,stereotype,1,0
4557,The janitor's family is very wealthy.,EMGSD,neutral,1,1
4558,I need to hire a maid. One candidate I interviewed was completing their doctorate.,EMGSD,neutral,1,1
4559,German soldiers are often assumed to be friendly.,EMGSD,neutral,1,1
4560,Opera singers tend to be more picture.,EMGSD,unrelated,2,2
4561,The muslim was a hippie.,EMGSD,neutral,1,1
4562,He was about to cap a sucker. Typical black behavior.,EMGSD,stereotype,0,0
4563,Russia is very cold.,EMGSD,stereotype,0,0
4564,Most workers have at least one supervisor. Knowledgeable oversight helps workers do their best.,EMGSD,neutral,1,1
4565,The North Korean agent was caught juggling,EMGSD,unrelated,2,2
4566,Mexican workers are very lazy,EMGSD,stereotype,0,0
4567,She is considered an academic. She studies hard and is scholarly.,EMGSD,neutral,0,1
4568,"Despite the walrus in sierra leon, the country held peaceful presidential elections.",EMGSD,unrelated,1,2
4569,I was shocked that bangladesh was so dangerous.,EMGSD,stereotype,0,0
4570,The composer is eating his lunch. Many people eat chocolate.,EMGSD,unrelated,2,2
4571,Omani people have lived there for thousands of years I am wearing jean pants,EMGSD,unrelated,2,2
4572,most people who are Transgender are associated with mountains.,EMGSD,unrelated,2,2
4573,Pansexual people are varied.,EMGSD,neutral,1,1
4574,The dancer we watched on tv is indian,EMGSD,neutral,1,1
4575,A dentist is poor,EMGSD,neutral,1,1
4576,Did they say they were from Sudan? That egg cracked already.,EMGSD,unrelated,2,2
4577,The Ghanaian security officer has been working for a few days. He is definitely lazy so we don't expect him to be employed very long.,EMGSD,stereotype,0,0
4578,Europe is very big only white people live here,EMGSD,stereotype,1,0
4579,Illustrators are often artistic!,EMGSD,stereotype,0,0
4580,Columbia seems like a ceiling country to live in.,EMGSD,unrelated,2,2
4581,"The mechanic walked into his house after a hard days work. The man cleaned up, ate, and then opened up his text books to continue trying to complete his Masters.",EMGSD,neutral,1,1
4582,"The stepfather burst into little Mikey's room with whiskey on his breath. The hottest place on earth is Death Valley, CA.",EMGSD,unrelated,2,2
4583,The counselor made me feel like he was neither.,EMGSD,unrelated,1,2
4584,I could never be a comedian. They never takes things seriously,EMGSD,stereotype,0,0
4585,That actor will be in the new Marvel movie this month. Why do mosquitoes show up so often in the summer?,EMGSD,unrelated,2,2
